sales_id,date,quantity_p1,quantity_p2,quantity_p3,quantity_p4,revenue_p1,revenue_p2,revenue_p3,revenue_p4
1954,"2015-10-26 00:00:00",1553,3738,1083,355,4923.010,23698.920,5869.860,2531.150
1955,"2015-10-27 00:00:00",2623,545,572,279,8314.910,3455.300,3100.240,1989.270
1956,"2015-10-28 00:00:00",2058,633,4249,874,6523.860,4013.220,23029.580,6231.620
1957,"2015-10-29 00:00:00",773,3161,4623,1343,2450.410,20040.740,25056.660,9575.590
1958,"2015-10-30 00:00:00",849,2620,3191,1636,2691.330,16610.800,17295.220,11664.680
1959,"2015-11-01 00:00:00",6206,383,3436,1206,19673.020,2428.220,18623.120,8598.780
196,"2010-12-26 00:00:00",3398,1524,5864,725,10771.660,9662.160,31782.880,5169.250
1960,"2015-11-02 00:00:00",5870,1634,4739,554,18607.900,10359.560,25685.380,3950.020
1961,"2015-11-03 00:00:00",2124,3304,2498,1419,6733.080,20947.360,13539.160,10117.470
1962,"2015-11-04 00:00:00",4146,754,2621,1039,13142.820,4780.360,14205.820,7408.070
1963,"2015-11-05 00:00:00",7166,1658,4531,1337,22716.220,10511.720,24558.020,9532.810
1964,"2015-11-06 00:00:00",344,2789,4872,440,1090.480,17682.260,26406.240,3137.200
1965,"2015-11-07 00:00:00",707,2646,2552,1143,2241.190,16775.640,13831.840,8149.590
1966,"2015-11-08 00:00:00",6762,1066,5751,1237,21435.540,6758.440,31170.420,8819.810
1967,"2015-11-09 00:00:00",4550,864,1885,1017,14423.500,5477.760,10216.700,7251.210
1968,"2015-11-10 00:00:00",1021,375,5208,721,3236.570,2377.500,28227.360,5140.730
1969,"2015-11-11 00:00:00",7328,2035,922,812,23229.760,12901.900,4997.240,5789.560
197,"2010-12-27 00:00:00",7935,1473,5052,1955,25153.950,9338.820,27381.840,13939.150
1970,"2015-11-12 00:00:00",921,1772,1651,531,2919.570,11234.480,8948.420,3786.030
1971,"2015-11-13 00:00:00",1958,615,4855,1285,6206.860,3899.100,26314.100,9162.050
1972,"2015-11-14 00:00:00",2001,2313,1502,1508,6343.170,14664.420,8140.840,10752.040
1973,"2015-11-15 00:00:00",5547,3887,484,742,17583.990,24643.580,2623.280,5290.460
1974,"2015-11-16 00:00:00",6247,904,3235,339,19802.990,5731.360,17533.700,2417.070
1975,"2015-11-17 00:00:00",7034,2267,4994,662,22297.780,14372.780,27067.480,4720.060
1976,"2015-11-18 00:00:00",997,2674,1402,1538,3160.490,16953.160,7598.840,10965.940
1977,"2015-11-19 00:00:00",6714,3655,544,627,21283.380,23172.700,2948.480,4470.510
1978,"2015-11-20 00:00:00",5245,1122,5928,742,16626.650,7113.480,32129.760,5290.460
1979,"2015-11-21 00:00:00",7549,725,1934,1091,23930.330,4596.500,10482.280,7778.830
198,"2010-12-28 00:00:00",2801,1773,2744,1810,8879.170,11240.820,14872.480,12905.300
1980,"2015-11-22 00:00:00",4832,631,2539,1235,15317.440,4000.540,13761.380,8805.550
1981,"2015-11-23 00:00:00",4204,2991,3147,1775,13326.680,18962.940,17056.740,12655.750
1982,"2015-11-24 00:00:00",2389,2664,2911,1836,7573.130,16889.760,15777.620,13090.680
1983,"2015-11-25 00:00:00",4402,3945,5643,1437,13954.340,25011.300,30585.060,10245.810
1984,"2015-11-26 00:00:00",2052,953,5143,336,6504.840,6042.020,27875.060,2395.680
1985,"2015-11-27 00:00:00",2453,548,2573,1684,7776.010,3474.320,13945.660,12006.920
1986,"2015-11-28 00:00:00",6555,1155,397,1927,20779.350,7322.700,2151.740,13739.510
1987,"2015-11-29 00:00:00",1305,1019,4401,1121,4136.850,6460.460,23853.420,7992.730
1988,"2015-11-30 00:00:00",875,1682,1124,977,2773.750,10663.880,6092.080,6966.010
199,"2010-12-29 00:00:00",6443,1773,3781,942,20424.310,11240.820,20493.020,6716.460
1990,"2015-12-01 00:00:00",7640,3757,4803,1032,24218.800,23819.380,26032.260,7358.160
1991,"2015-12-02 00:00:00",6052,2203,3194,341,19184.840,13967.020,17311.480,2431.330
1992,"2015-12-03 00:00:00",2383,1178,879,1274,7554.110,7468.520,4764.180,9083.620
1993,"2015-12-04 00:00:00",5721,3973,5058,1711,18135.570,25188.820,27414.360,12199.430
1994,"2015-12-05 00:00:00",2914,3467,1462,1198,9237.380,21980.780,7924.040,8541.740
1995,"2015-12-06 00:00:00",5204,639,387,1426,16496.680,4051.260,2097.540,10167.380
1996,"2015-12-07 00:00:00",1744,2353,4851,1345,5528.480,14918.020,26292.420,9589.850
1998,"2015-12-09 00:00:00",7873,3280,3499,1288,24957.410,20795.200,18964.580,9183.440
1999,"2015-12-10 00:00:00",1130,2377,1858,1533,3582.100,15070.180,10070.360,10930.290
2,"2010-06-15 00:00:00",1572,2082,595,1145,4983.240,13199.880,3224.900,8163.850
20,"2010-07-03 00:00:00",7746,2883,671,728,24554.820,18278.220,3636.820,5190.640
200,"2010-12-30 00:00:00",6216,3519,5529,1807,19704.720,22310.460,29967.180,12883.910
2000,"2015-12-11 00:00:00",5342,1124,2533,616,16934.140,7126.160,13728.860,4392.080
2001,"2015-12-12 00:00:00",4029,2712,1911,633,12771.930,17194.080,10357.620,4513.290
2002,"2015-12-13 00:00:00",5150,3061,1919,845,16325.500,19406.740,10400.980,6024.850
2003,"2015-12-14 00:00:00",1676,3198,5013,340,5312.920,20275.320,27170.460,2424.200
2004,"2015-12-15 00:00:00",5810,2408,5712,1945,18417.700,15266.720,30959.040,13867.850
2005,"2015-12-16 00:00:00",7711,2321,4053,1087,24443.870,14715.140,21967.260,7750.310
2006,"2015-12-17 00:00:00",3297,2375,4942,1230,10451.490,15057.500,26785.640,8769.900
2007,"2015-12-18 00:00:00",7652,2273,4485,667,24256.840,14410.820,24308.700,4755.710
2008,"2015-12-19 00:00:00",3150,602,533,1396,9985.500,3816.680,2888.860,9953.480
2009,"2015-12-20 00:00:00",5263,3130,2815,744,16683.710,19844.200,15257.300,5304.720
201,"2011-01-01 00:00:00",281,3956,4186,1537,890.770,25081.040,22688.120,10958.810
2010,"2015-12-21 00:00:00",4549,3393,1757,1351,14420.330,21511.620,9522.940,9632.630
2011,"2015-12-22 00:00:00",1836,2740,2433,1353,5820.120,17371.600,13186.860,9646.890
2012,"2015-12-23 00:00:00",5162,1944,3293,1446,16363.540,12324.960,17848.060,10309.980
2013,"2015-12-24 00:00:00",7021,3487,717,669,22256.570,22107.580,3886.140,4769.970
2014,"2015-12-25 00:00:00",727,3163,783,1967,2304.590,20053.420,4243.860,14024.710
2015,"2015-12-26 00:00:00",6685,3320,4771,526,21191.450,21048.800,25858.820,3750.380
2016,"2015-12-27 00:00:00",4019,2065,4935,480,12740.230,13092.100,26747.700,3422.400
2017,"2015-12-28 00:00:00",5670,3070,656,1287,17973.900,19463.800,3555.520,9176.310
2018,"2015-12-29 00:00:00",4980,3443,962,1532,15786.600,21828.620,5214.040,10923.160
2019,"2015-12-30 00:00:00",6471,1273,504,1617,20513.070,8070.820,2731.680,11529.210
2020,"2016-01-01 00:00:00",4853,2422,2280,367,15384.010,15355.480,12357.600,2616.710
2021,"2016-01-02 00:00:00",7166,445,1363,942,22716.220,2821.300,7387.460,6716.460
2022,"2016-01-03 00:00:00",1707,574,2223,1799,5411.190,3639.160,12048.660,12826.870
2023,"2016-01-04 00:00:00",5791,2793,5063,1307,18357.470,17707.620,27441.460,9318.910
2024,"2016-01-05 00:00:00",1065,2039,2938,529,3376.050,12927.260,15923.960,3771.770
2025,"2016-01-06 00:00:00",3362,1085,1930,1250,10657.540,6878.900,10460.600,8912.500
2026,"2016-01-07 00:00:00",7962,2007,2042,1826,25239.540,12724.380,11067.640,13019.380
2027,"2016-01-08 00:00:00",3137,3001,3993,1088,9944.290,19026.340,21642.060,7757.440
2028,"2016-01-09 00:00:00",5765,2428,778,531,18275.050,15393.520,4216.760,3786.030
2029,"2016-01-10 00:00:00",5821,2992,2611,551,18452.570,18969.280,14151.620,3928.630
203,"2011-01-03 00:00:00",937,3758,4311,314,2970.290,23825.720,23365.620,2238.820
2030,"2016-01-11 00:00:00",5534,2355,3725,1332,17542.780,14930.700,20189.500,9497.160
2031,"2016-01-12 00:00:00",7637,2791,1424,1381,24209.290,17694.940,7718.080,9846.530
2032,"2016-01-13 00:00:00",7888,1104,4945,1625,25004.960,6999.360,26801.900,11586.250
2033,"2016-01-14 00:00:00",3921,1540,3786,909,12429.570,9763.600,20520.120,6481.170
2034,"2016-01-15 00:00:00",7985,1118,5727,386,25312.450,7088.120,31040.340,2752.180
2035,"2016-01-16 00:00:00",4465,1313,3728,1227,14154.050,8324.420,20205.760,8748.510
2036,"2016-01-17 00:00:00",5160,3413,1279,744,16357.200,21638.420,6932.180,5304.720
2037,"2016-01-18 00:00:00",7149,1578,559,1606,22662.330,10004.520,3029.780,11450.780
2038,"2016-01-19 00:00:00",793,3191,4102,1380,2513.810,20230.940,22232.840,9839.400
2039,"2016-01-20 00:00:00",7008,3777,1942,1751,22215.360,23946.180,10525.640,12484.630
204,"2011-01-04 00:00:00",6378,968,4530,995,20218.260,6137.120,24552.600,7094.350
2040,"2016-01-21 00:00:00",5928,3280,3031,1262,18791.760,20795.200,16428.020,8998.060
2041,"2016-01-22 00:00:00",6052,575,864,1553,19184.840,3645.500,4682.880,11072.890
2042,"2016-01-23 00:00:00",7898,3591,5526,1058,25036.660,22766.940,29950.920,7543.540
2043,"2016-01-24 00:00:00",6054,2211,407,1465,19191.180,14017.740,2205.940,10445.450
2044,"2016-01-25 00:00:00",5519,1513,3572,627,17495.230,9592.420,19360.240,4470.510
2045,"2016-01-26 00:00:00",407,1712,2194,595,1290.190,10854.080,11891.480,4242.350
2046,"2016-01-27 00:00:00",948,1013,4093,902,3005.160,6422.420,22184.060,6431.260
2047,"2016-01-28 00:00:00",758,974,3216,1383,2402.860,6175.160,17430.720,9860.790
2048,"2016-01-29 00:00:00",7473,1680,3538,1713,23689.410,10651.200,19175.960,12213.690
205,"2011-01-05 00:00:00",731,2174,5908,1505,2317.270,13783.160,32021.360,10730.650
2050,"2016-01-31 00:00:00",5839,1562,5248,1609,18509.630,9903.080,28444.160,11472.170
2051,"2016-02-01 00:00:00",467,1625,1880,1587,1480.390,10302.500,10189.600,11315.310
2052,"2016-02-02 00:00:00",1060,3144,5817,680,3360.200,19932.960,31528.140,4848.400
2053,"2016-02-03 00:00:00",2058,1883,5081,1672,6523.860,11938.220,27539.020,11921.360
2054,"2016-02-04 00:00:00",7719,2457,553,855,24469.230,15577.380,2997.260,6096.150
2055,"2016-02-05 00:00:00",4136,2683,3789,1293,13111.120,17010.220,20536.380,9219.090
2056,"2016-02-06 00:00:00",6580,1492,591,878,20858.600,9459.280,3203.220,6260.140
2057,"2016-02-07 00:00:00",4866,1487,5001,1968,15425.220,9427.580,27105.420,14031.840
2058,"2016-02-08 00:00:00",1763,2608,738,1202,5588.710,16534.720,3999.960,8570.260
2059,"2016-02-09 00:00:00",4891,1996,2984,459,15504.470,12654.640,16173.280,3272.670
206,"2011-01-06 00:00:00",2032,3556,349,815,6441.440,22545.040,1891.580,5810.950
2060,"2016-02-10 00:00:00",6217,2134,2358,1262,19707.890,13529.560,12780.360,8998.060
2061,"2016-02-11 00:00:00",6734,1328,3088,1848,21346.780,8419.520,16736.960,13176.240
2062,"2016-02-12 00:00:00",898,3456,3449,806,2846.660,21911.040,18693.580,5746.780
2063,"2016-02-13 00:00:00",6599,2841,3937,910,20918.830,18011.940,21338.540,6488.300
2064,"2016-02-14 00:00:00",4115,1175,298,952,13044.550,7449.500,1615.160,6787.760
2065,"2016-02-15 00:00:00",370,3634,5343,464,1172.900,23039.560,28959.060,3308.320
2066,"2016-02-16 00:00:00",6166,865,4269,1858,19546.220,5484.100,23137.980,13247.540
2067,"2016-02-17 00:00:00",7214,1708,2304,1262,22868.380,10828.720,12487.680,8998.060
2068,"2016-02-18 00:00:00",5177,3638,1396,666,16411.090,23064.920,7566.320,4748.580
2069,"2016-02-19 00:00:00",3268,3419,4002,294,10359.560,21676.460,21690.840,2096.220
207,"2011-01-07 00:00:00",1514,3321,5699,1371,4799.380,21055.140,30888.580,9775.230
2070,"2016-02-20 00:00:00",7580,1489,4343,1576,24028.600,9440.260,23539.060,11236.880
2071,"2016-02-21 00:00:00",6677,642,5454,1683,21166.090,4070.280,29560.680,11999.790
2072,"2016-02-22 00:00:00",7183,3760,3984,1552,22770.110,23838.400,21593.280,11065.760
2074,"2016-02-24 00:00:00",5806,2217,2047,1338,18405.020,14055.780,11094.740,9539.940
2075,"2016-02-25 00:00:00",3494,1360,645,1252,11075.980,8622.400,3495.900,8926.760
2076,"2016-02-26 00:00:00",3988,1947,4178,1507,12641.960,12343.980,22644.760,10744.910
2077,"2016-02-27 00:00:00",5112,3554,2930,1861,16205.040,22532.360,15880.600,13268.930
2078,"2016-03-01 00:00:00",1558,2531,1553,1578,4938.860,16046.540,8417.260,11251.140
2079,"2016-03-02 00:00:00",5940,1454,640,1394,18829.800,9218.360,3468.800,9939.220
208,"2011-01-08 00:00:00",410,865,2384,1502,1299.700,5484.100,12921.280,10709.260
2080,"2016-03-03 00:00:00",3282,3156,5584,1661,10403.940,20009.040,30265.280,11842.930
2081,"2016-03-04 00:00:00",6269,3267,1798,1377,19872.730,20712.780,9745.160,9818.010
2082,"2016-03-05 00:00:00",6292,3765,1037,1126,19945.640,23870.100,5620.540,8028.380
2083,"2016-03-06 00:00:00",4127,2805,4628,1126,13082.590,17783.700,25083.760,8028.380
2084,"2016-03-07 00:00:00",7241,2711,1476,579,22953.970,17187.740,7999.920,4128.270
2085,"2016-03-08 00:00:00",5146,2041,2756,1068,16312.820,12939.940,14937.520,7614.840
2086,"2016-03-09 00:00:00",699,2016,3331,806,2215.830,12781.440,18054.020,5746.780
2087,"2016-03-10 00:00:00",1089,806,1864,1610,3452.130,5110.040,10102.880,11479.300
2088,"2016-03-11 00:00:00",7936,3899,2879,940,25157.120,24719.660,15604.180,6702.200
2089,"2016-03-12 00:00:00",2269,3690,1316,1294,7192.730,23394.600,7132.720,9226.220
209,"2011-01-09 00:00:00",489,3673,3283,522,1550.130,23286.820,17793.860,3721.860
2090,"2016-03-13 00:00:00",4619,2398,2242,1650,14642.230,15203.320,12151.640,11764.500
2091,"2016-03-14 00:00:00",7269,3548,3436,1128,23042.730,22494.320,18623.120,8042.640
2092,"2016-03-15 00:00:00",6847,2420,4156,646,21704.990,15342.800,22525.520,4605.980
2093,"2016-03-16 00:00:00",7093,3720,2644,761,22484.810,23584.800,14330.480,5425.930
2094,"2016-03-17 00:00:00",1690,282,4235,1388,5357.300,1787.880,22953.700,9896.440
2095,"2016-03-18 00:00:00",711,2671,1781,1486,2253.870,16934.140,9653.020,10595.180
2096,"2016-03-19 00:00:00",2246,776,2692,705,7119.820,4919.840,14590.640,5026.650
2097,"2016-03-20 00:00:00",429,2904,3457,275,1359.930,18411.360,18736.940,1960.750
2098,"2016-03-21 00:00:00",1595,1996,5767,1364,5056.150,12654.640,31257.140,9725.320
2099,"2016-03-22 00:00:00",3756,801,4671,1317,11906.520,5078.340,25316.820,9390.210
21,"2010-07-04 00:00:00",7006,2833,758,1005,22209.020,17961.220,4108.360,7165.650
210,"2011-01-10 00:00:00",1326,2810,4408,1535,4203.420,17815.400,23891.360,10944.550
2100,"2016-03-23 00:00:00",5164,802,2269,725,16369.880,5084.680,12297.980,5169.250
2101,"2016-03-24 00:00:00",3458,1973,3589,1895,10961.860,12508.820,19452.380,13511.350
2102,"2016-03-25 00:00:00",4147,2243,5848,1074,13145.990,14220.620,31696.160,7657.620
2103,"2016-03-26 00:00:00",1358,3706,272,1143,4304.860,23496.040,1474.240,8149.590
2104,"2016-03-27 00:00:00",2073,2034,1563,1411,6571.410,12895.560,8471.460,10060.430
2105,"2016-03-28 00:00:00",5593,3009,4021,1519,17729.810,19077.060,21793.820,10830.470
2106,"2016-03-29 00:00:00",4558,1443,3659,1665,14448.860,9148.620,19831.780,11871.450
2107,"2016-03-30 00:00:00",3716,2895,4611,1710,11779.720,18354.300,24991.620,12192.300
2108,"2016-03-31 00:00:00",7825,3908,396,884,24805.250,24776.720,2146.320,6302.920
2109,"2016-04-01 00:00:00",5180,1078,5790,1643,16420.600,6834.520,31381.800,11714.590
211,"2011-01-11 00:00:00",2535,3027,4185,1219,8035.950,19191.180,22682.700,8691.470
2110,"2016-04-02 00:00:00",1445,799,2295,460,4580.650,5065.660,12438.900,3279.800
2111,"2016-04-03 00:00:00",5547,863,5164,1989,17583.990,5471.420,27988.880,14181.570
2112,"2016-04-04 00:00:00",7246,1728,1782,1663,22969.820,10955.520,9658.440,11857.190
2113,"2016-04-05 00:00:00",6915,2455,1157,1338,21920.550,15564.700,6270.940,9539.940
2114,"2016-04-06 00:00:00",5738,279,2723,336,18189.460,1768.860,14758.660,2395.680
2115,"2016-04-07 00:00:00",2343,1430,368,650,7427.310,9066.200,1994.560,4634.500
2116,"2016-04-08 00:00:00",6380,3604,3799,556,20224.600,22849.360,20590.580,3964.280
2117,"2016-04-09 00:00:00",5453,2911,3616,473,17286.010,18455.740,19598.720,3372.490
2118,"2016-04-10 00:00:00",6201,544,4323,512,19657.170,3448.960,23430.660,3650.560
2119,"2016-04-11 00:00:00",4364,2073,3917,1350,13833.880,13142.820,21230.140,9625.500
212,"2011-01-12 00:00:00",351,3737,1581,986,1112.670,23692.580,8569.020,7030.180
2120,"2016-04-12 00:00:00",1985,1984,2421,1486,6292.450,12578.560,13121.820,10595.180
2121,"2016-04-13 00:00:00",4516,3927,3259,513,14315.720,24897.180,17663.780,3657.690
2122,"2016-04-14 00:00:00",5081,1113,1522,1838,16106.770,7056.420,8249.240,13104.940
2123,"2016-04-15 00:00:00",4794,2659,447,1914,15196.980,16858.060,2422.740,13646.820
2124,"2016-04-16 00:00:00",1887,3924,3432,802,5981.790,24878.160,18601.440,5718.260
2125,"2016-04-17 00:00:00",6847,819,4536,1457,21704.990,5192.460,24585.120,10388.410
2127,"2016-04-19 00:00:00",1472,1486,2227,268,4666.240,9421.240,12070.340,1910.840
2128,"2016-04-20 00:00:00",314,3953,2773,1890,995.380,25062.020,15029.660,13475.700
2129,"2016-04-21 00:00:00",6860,2296,3945,451,21746.200,14556.640,21381.900,3215.630
213,"2011-01-13 00:00:00",2480,676,5982,475,7861.600,4285.840,32422.440,3386.750
2130,"2016-04-22 00:00:00",2165,506,2001,1290,6863.050,3208.040,10845.420,9197.700
2131,"2016-04-23 00:00:00",3724,1903,5856,465,11805.080,12065.020,31739.520,3315.450
2132,"2016-04-24 00:00:00",5325,612,2532,1445,16880.250,3880.080,13723.440,10302.850
2133,"2016-04-25 00:00:00",4833,3579,1137,1117,15320.610,22690.860,6162.540,7964.210
2134,"2016-04-26 00:00:00",7962,1879,3572,634,25239.540,11912.860,19360.240,4520.420
2135,"2016-04-27 00:00:00",4712,3795,4364,254,14937.040,24060.300,23652.880,1811.020
2136,"2016-04-28 00:00:00",6288,3910,4776,918,19932.960,24789.400,25885.920,6545.340
2137,"2016-04-29 00:00:00",6984,1910,4405,1086,22139.280,12109.400,23875.100,7743.180
2138,"2016-04-30 00:00:00",2065,3024,5021,801,6546.050,19172.160,27213.820,5711.130
2139,"2016-05-01 00:00:00",2630,2299,1630,869,8337.100,14575.660,8834.600,6195.970
214,"2011-01-14 00:00:00",408,2952,3147,1635,1293.360,18715.680,17056.740,11657.550
2140,"2016-05-02 00:00:00",1095,3096,5770,1158,3471.150,19628.640,31273.400,8256.540
2141,"2016-05-03 00:00:00",1683,1655,4672,1344,5335.110,10492.700,25322.240,9582.720
2142,"2016-05-04 00:00:00",3651,3265,4360,1087,11573.670,20700.100,23631.200,7750.310
2143,"2016-05-05 00:00:00",1868,1112,5570,945,5921.560,7050.080,30189.400,6737.850
2144,"2016-05-06 00:00:00",1577,276,4487,1662,4999.090,1749.840,24319.540,11850.060
2145,"2016-05-07 00:00:00",5609,745,359,1423,17780.530,4723.300,1945.780,10145.990
2146,"2016-05-08 00:00:00",6627,3087,456,1245,21007.590,19571.580,2471.520,8876.850
2147,"2016-05-09 00:00:00",4502,914,3442,543,14271.340,5794.760,18655.640,3871.590
2149,"2016-05-11 00:00:00",5321,3614,4575,1135,16867.570,22912.760,24796.500,8092.550
215,"2011-01-15 00:00:00",2428,1279,4992,452,7696.760,8108.860,27056.640,3222.760
2150,"2016-05-12 00:00:00",6356,1715,2958,738,20148.520,10873.100,16032.360,5261.940
2151,"2016-05-13 00:00:00",2946,2397,5210,307,9338.820,15196.980,28238.200,2188.910
2152,"2016-05-14 00:00:00",3075,2540,491,1457,9747.750,16103.600,2661.220,10388.410
2153,"2016-05-15 00:00:00",5442,2229,2104,1661,17251.140,14131.860,11403.680,11842.930
2154,"2016-05-16 00:00:00",3771,1061,4672,1155,11954.070,6726.740,25322.240,8235.150
2155,"2016-05-17 00:00:00",1562,2984,3389,553,4951.540,18918.560,18368.380,3942.890
2156,"2016-05-18 00:00:00",6717,1244,4883,1576,21292.890,7886.960,26465.860,11236.880
2157,"2016-05-19 00:00:00",385,2036,5897,514,1220.450,12908.240,31961.740,3664.820
2158,"2016-05-20 00:00:00",7857,646,4324,1828,24906.690,4095.640,23436.080,13033.640
2159,"2016-05-21 00:00:00",5395,1516,5598,774,17102.150,9611.440,30341.160,5518.620
216,"2011-01-16 00:00:00",1593,2972,409,343,5049.810,18842.480,2216.780,2445.590
2160,"2016-05-22 00:00:00",2184,3523,2306,1440,6923.280,22335.820,12498.520,10267.200
2161,"2016-05-23 00:00:00",3897,1414,4776,1074,12353.490,8964.760,25885.920,7657.620
2162,"2016-05-24 00:00:00",3199,2677,2275,1839,10140.830,16972.180,12330.500,13112.070
2163,"2016-05-25 00:00:00",7678,3525,1776,1382,24339.260,22348.500,9625.920,9853.660
2164,"2016-05-26 00:00:00",5113,2677,5786,641,16208.210,16972.180,31360.120,4570.330
2165,"2016-05-27 00:00:00",4763,2492,3901,1120,15098.710,15799.280,21143.420,7985.600
2166,"2016-05-28 00:00:00",5703,837,4892,782,18078.510,5306.580,26514.640,5575.660
2167,"2016-05-29 00:00:00",4967,2397,3366,827,15745.390,15196.980,18243.720,5896.510
217,"2011-01-17 00:00:00",5324,1418,3883,687,16877.080,8990.120,21045.860,4898.310
2170,"2016-06-01 00:00:00",399,871,4982,1587,1264.830,5522.140,27002.440,11315.310
2171,"2016-06-02 00:00:00",1042,726,414,965,3303.140,4602.840,2243.880,6880.450
2172,"2016-06-03 00:00:00",4335,2421,5333,1438,13741.950,15349.140,28904.860,10252.940
2174,"2016-06-05 00:00:00",6550,1302,1057,1769,20763.500,8254.680,5728.940,12612.970
2175,"2016-06-06 00:00:00",6524,3937,2964,1944,20681.080,24960.580,16064.880,13860.720
2176,"2016-06-07 00:00:00",2424,3260,5076,1083,7684.080,20668.400,27511.920,7721.790
2177,"2016-06-08 00:00:00",3511,3528,1891,1381,11129.870,22367.520,10249.220,9846.530
2178,"2016-06-09 00:00:00",6409,2664,3571,621,20316.530,16889.760,19354.820,4427.730
2179,"2016-06-10 00:00:00",4519,3629,1371,456,14325.230,23007.860,7430.820,3251.280
218,"2011-01-18 00:00:00",2623,586,385,1651,8314.910,3715.240,2086.700,11771.630
2180,"2016-06-11 00:00:00",647,1214,3971,849,2050.990,7696.760,21522.820,6053.370
2181,"2016-06-12 00:00:00",2126,960,4162,815,6739.420,6086.400,22558.040,5810.950
2182,"2016-06-13 00:00:00",575,1041,3131,1311,1822.750,6599.940,16970.020,9347.430
2183,"2016-06-14 00:00:00",1255,2701,3497,1137,3978.350,17124.340,18953.740,8106.810
2184,"2016-06-15 00:00:00",4542,607,2928,644,14398.140,3848.380,15869.760,4591.720
2185,"2016-06-16 00:00:00",7118,522,351,939,22564.060,3309.480,1902.420,6695.070
2186,"2016-06-17 00:00:00",5859,1355,801,826,18573.030,8590.700,4341.420,5889.380
2187,"2016-06-18 00:00:00",3537,459,2534,503,11212.290,2910.060,13734.280,3586.390
2188,"2016-06-19 00:00:00",3504,2338,2396,344,11107.680,14822.920,12986.320,2452.720
2189,"2016-06-20 00:00:00",6730,1669,3703,840,21334.100,10581.460,20070.260,5989.200
219,"2011-01-19 00:00:00",3082,357,4745,1805,9769.940,2263.380,25717.900,12869.650
2190,"2016-06-21 00:00:00",7734,2693,2679,459,24516.780,17073.620,14520.180,3272.670
2191,"2016-06-22 00:00:00",3668,366,3783,686,11627.560,2320.440,20503.860,4891.180
2192,"2016-06-23 00:00:00",3186,2743,4226,470,10099.620,17390.620,22904.920,3351.100
2193,"2016-06-24 00:00:00",2965,2652,1034,1532,9399.050,16813.680,5604.280,10923.160
2195,"2016-06-26 00:00:00",1068,2204,5467,942,3385.560,13973.360,29631.140,6716.460
2196,"2016-06-27 00:00:00",7090,3970,961,512,22475.300,25169.800,5208.620,3650.560
2197,"2016-06-28 00:00:00",5523,3860,351,1272,17507.910,24472.400,1902.420,9069.360
2198,"2016-06-29 00:00:00",7530,696,3976,1993,23870.100,4412.640,21549.920,14210.090
2199,"2016-06-30 00:00:00",5343,2667,5331,1824,16937.310,16908.780,28894.020,13005.120
22,"2010-07-05 00:00:00",5223,1923,1583,1877,16556.910,12191.820,8579.860,13383.010
220,"2011-01-20 00:00:00",562,3519,1232,864,1781.540,22310.460,6677.440,6160.320
2200,"2016-07-01 00:00:00",3028,965,4542,806,9598.760,6118.100,24617.640,5746.780
2201,"2016-07-02 00:00:00",6502,2268,4375,966,20611.340,14379.120,23712.500,6887.580
2202,"2016-07-03 00:00:00",3603,2185,729,1166,11421.510,13852.900,3951.180,8313.580
2203,"2016-07-04 00:00:00",4675,3772,4710,1672,14819.750,23914.480,25528.200,11921.360
2204,"2016-07-05 00:00:00",254,1073,682,1391,805.180,6802.820,3696.440,9917.830
2205,"2016-07-06 00:00:00",7392,2106,1706,1381,23432.640,13352.040,9246.520,9846.530
2206,"2016-07-07 00:00:00",2684,3044,4316,556,8508.280,19298.960,23392.720,3964.280
2207,"2016-07-08 00:00:00",3779,1188,4994,447,11979.430,7531.920,27067.480,3187.110
2208,"2016-07-09 00:00:00",573,604,4638,1662,1816.410,3829.360,25137.960,11850.060
221,"2011-01-21 00:00:00",7642,2224,5279,651,24225.140,14100.160,28612.180,4641.630
2210,"2016-07-11 00:00:00",429,1060,5855,1891,1359.930,6720.400,31734.100,13482.830
2211,"2016-07-12 00:00:00",7350,442,449,1015,23299.500,2802.280,2433.580,7236.950
2212,"2016-07-13 00:00:00",5397,2715,802,1526,17108.490,17213.100,4346.840,10880.380
2213,"2016-07-14 00:00:00",1628,334,2465,329,5160.760,2117.560,13360.300,2345.770
2214,"2016-07-15 00:00:00",3483,3475,2152,1507,11041.110,22031.500,11663.840,10744.910
2216,"2016-07-17 00:00:00",379,592,2627,1864,1201.430,3753.280,14238.340,13290.320
2217,"2016-07-18 00:00:00",5422,810,2865,253,17187.740,5135.400,15528.300,1803.890
2218,"2016-07-19 00:00:00",7492,597,5673,623,23749.640,3784.980,30747.660,4441.990
2219,"2016-07-20 00:00:00",3184,1471,764,714,10093.280,9326.140,4140.880,5090.820
222,"2011-01-22 00:00:00",4351,2127,1694,508,13792.670,13485.180,9181.480,3622.040
2220,"2016-07-21 00:00:00",1228,3373,4829,732,3892.760,21384.820,26173.180,5219.160
2221,"2016-07-22 00:00:00",3793,1284,5267,1201,12023.810,8140.560,28547.140,8563.130
2222,"2016-07-23 00:00:00",7812,2986,2225,1179,24764.040,18931.240,12059.500,8406.270
2223,"2016-07-24 00:00:00",7287,3667,4412,683,23099.790,23248.780,23913.040,4869.790
2225,"2016-07-26 00:00:00",514,2832,2678,1748,1629.380,17954.880,14514.760,12463.240
2226,"2016-07-27 00:00:00",5725,3717,1224,1474,18148.250,23565.780,6634.080,10509.620
